batch,timestamp,atlases,templates,top_n,subject,label,k,se,sn,j,volume
batch_1,2013-12-27.02-54-08-node08_16,5,11,0,16,1,0.8568967639,0.8484405458,0.9999238568,0.7496232508,4023
batch_1,2013-12-27.02-54-08-node08_16,5,11,0,16,2,0.8975862847,0.8575431034,0.9999652333,0.8142009413,4226
batch_1,2013-12-27.02-54-08-node08_16,5,13,0,16,1,0.8584778065,0.8506335283,0.999924279,0.7520465317,4029
batch_1,2013-12-27.02-54-08-node08_16,5,13,0,16,2,0.89992102,0.8594827586,0.9999669224,0.8180512821,4223
batch_1,2013-12-27.02-54-08-node08_16,5,15,0,16,1,0.8576003942,0.8481968811,0.9999249828,0.7507008842,4014
batch_1,2013-12-27.02-54-08-node08_16,5,15,0,16,2,0.9003731765,0.8579741379,0.9999687522,0.8187988482,4203
batch_1,2013-12-27.02-54-08-node08_16,5,17,0,16,1,0.8568617806,0.8489278752,0.9999234346,0.7495697074,4028
batch_1,2013-12-27.02-54-08-node08_16,5,17,0,16,2,0.8993895546,0.8573275862,0.9999679077,0.8171733772,4206
batch_1,2013-12-27.02-54-08-node08_16,5,19,0,16,1,0.8574591071,0.8494152047,0.9999238568,0.7504843918,4027
batch_1,2013-12-27.02-54-08-node08_16,5,19,0,16,2,0.8995929444,0.8573275862,0.9999681892,0.8175092478,4204
batch_1,2013-12-27.02-54-08-node08_16,5,1,0,16,1,0.856071964,0.8347953216,0.9999332867,0.74836173,3900
batch_1,2013-12-27.02-54-08-node08_16,5,1,0,16,2,0.8617292151,0.8387931034,0.9999294813,0.7570511574,4393
batch_1,2013-12-27.02-54-08-node08_16,5,3,0,16,1,0.8228381658,0.7848440546,0.9999290644,0.6990017361,3725
batch_1,2013-12-27.02-54-08-node08_16,5,3,0,16,2,0.8869209809,0.8418103448,0.9999631219,0.7968176255,4168
batch_1,2013-12-27.02-54-08-node08_16,5,5,0,16,1,0.8487394958,0.8367446394,0.9999220271,0.7372262774,3988
batch_1,2013-12-27.02-54-08-node08_16,5,5,0,16,2,0.8955223881,0.8534482759,0.9999656556,0.8108108108,4204
batch_1,2013-12-27.02-54-08-node08_16,5,7,0,16,1,0.8553165335,0.8477095517,0.9999223086,0.7472079038,4031
batch_1,2013-12-27.02-54-08-node08_16,5,7,0,16,2,0.8980511434,0.8590517241,0.9999646703,0.8149662646,4237
batch_1,2013-12-27.02-54-08-node08_16,5,9,0,16,1,0.8565805658,0.8484405458,0.9999234346,0.7491394148,4026
batch_1,2013-12-27.02-54-08-node08_16,5,9,0,16,2,0.8979545711,0.85625,0.9999667816,0.814807219,4209
batch_1,2013-12-27.02-54-08-node08_16,7,11,0,16,1,0.8753092528,0.86208577,0.9999377906,0.778266608,3980
batch_1,2013-12-27.02-54-08-node08_16,7,11,0,16,2,0.903138406,0.8620689655,0.9999693152,0.8233841087,4218
batch_1,2013-12-27.02-54-08-node08_16,7,13,0,16,1,0.8765873505,0.8662280702,0.9999363831,0.7802897278,4007
batch_1,2013-12-27.02-54-08-node08_16,7,13,0,16,2,0.9032840537,0.8625,0.9999691745,0.8236262605,4221
batch_1,2013-12-27.02-54-08-node08_16,7,15,0,16,1,0.8754633062,0.8633040936,0.9999370869,0.7785102175,3990
batch_1,2013-12-27.02-54-08-node08_16,7,15,0,16,2,0.9033718036,0.8603448276,0.9999710043,0.8237721832,4198
batch_1,2013-12-27.02-54-08-node08_16,7,17,0,16,1,0.8771322621,0.8645224172,0.9999383536,0.7811536768,3986
batch_1,2013-12-27.02-54-08-node08_16,7,17,0,16,2,0.9035256774,0.8588362069,0.9999724118,0.8240281224,4181
batch_1,2013-12-27.02-54-08-node08_16,7,19,0,16,1,0.8771322621,0.8645224172,0.9999383536,0.7811536768,3986
batch_1,2013-12-27.02-54-08-node08_16,7,19,0,16,2,0.9039420027,0.8599137931,0.9999721303,0.8247209591,4188
batch_1,2013-12-27.02-54-08-node08_16,7,1,0,16,1,0.8821624315,0.8628167641,0.9999460946,0.7891687096,3924
batch_1,2013-12-27.02-54-08-node08_16,7,1,0,16,2,0.8648408915,0.8405172414,0.9999325779,0.7618675523,4379
batch_1,2013-12-27.02-54-08-node08_16,7,3,0,16,1,0.8509118735,0.8128654971,0.9999435611,0.7405105438,3737
batch_1,2013-12-27.02-54-08-node08_16,7,3,0,16,2,0.890633891,0.8433189655,0.9999670631,0.80283135,4147
batch_1,2013-12-27.02-54-08-node08_16,7,5,0,16,1,0.8713930348,0.8535575049,0.9999390573,0.7720960987,3936
batch_1,2013-12-27.02-54-08-node08_16,7,5,0,16,2,0.8989578614,0.8551724138,0.9999690337,0.8164609053,4188
batch_1,2013-12-27.02-54-08-node08_16,7,7,0,16,1,0.8774801587,0.86208577,0.9999406055,0.7817057004,3960
batch_1,2013-12-27.02-54-08-node08_16,7,7,0,16,2,0.8995366708,0.8577586207,0.9999677669,0.8174163072,4209
batch_1,2013-12-27.02-54-08-node08_16,7,9,0,16,1,0.8756662948,0.8606237817,0.9999393388,0.778831312,3963
batch_1,2013-12-27.02-54-08-node08_16,7,9,0,16,2,0.9006112746,0.8573275862,0.9999695967,0.8191927512,4194
batch_1,2013-12-27.02-54-08-node08_16,9,11,0,16,1,0.8821507488,0.8754873294,0.9999368054,0.789150011,4042
batch_1,2013-12-27.02-54-08-node08_16,9,11,0,16,2,0.8961512184,0.8480603448,0.9999708635,0.8118423767,4142
batch_1,2013-12-27.02-54-08-node08_16,9,13,0,16,1,0.8836011284,0.8776803119,0.9999370869,0.7914744012,4049
batch_1,2013-12-27.02-54-08-node08_16,9,13,0,16,2,0.8966772872,0.849137931,0.9999707228,0.8127062706,4148
batch_1,2013-12-27.02-54-08-node08_16,9,15,0,16,1,0.8824179875,0.875,0.9999375091,0.7895778364,4035
batch_1,2013-12-27.02-54-08-node08_16,9,15,0,16,2,0.8979685003,0.8478448276,0.9999735379,0.8148301574,4122
batch_1,2013-12-27.02-54-08-node08_16,9,17,0,16,1,0.8824828263,0.8764619883,0.9999365239,0.7896816685,4048
batch_1,2013-12-27.02-54-08-node08_16,9,17,0,16,2,0.8979219,0.8474137931,0.9999738194,0.814753419,4118
batch_1,2013-12-27.02-54-08-node08_16,9,19,0,16,1,0.8820714198,0.8757309942,0.9999365239,0.7890230516,4045
batch_1,2013-12-27.02-54-08-node08_16,9,19,0,16,2,0.898332191,0.8474137931,0.9999743824,0.8154292825,4114
batch_1,2013-12-27.02-54-08-node08_16,9,1,0,16,1,0.8875154512,0.8747563353,0.9999442649,0.7977777778,3986
batch_1,2013-12-27.02-54-08-node08_16,9,1,0,16,2,0.8621115225,0.8280172414,0.9999393342,0.7576414908,4273
batch_1,2013-12-27.02-54-08-node08_16,9,3,0,16,1,0.862278481,0.8299220273,0.9999451093,0.7578994215,3796
batch_1,2013-12-27.02-54-08-node08_16,9,3,0,16,2,0.8831646734,0.8275862069,0.9999695967,0.7907742998,4056
batch_1,2013-12-27.02-54-08-node08_16,9,5,0,16,1,0.8770846201,0.8650097466,0.9999379313,0.7810781078,3991
batch_1,2013-12-27.02-54-08-node08_16,9,5,0,16,2,0.8934904473,0.8415948276,0.9999724118,0.8074855252,4101
batch_1,2013-12-27.02-54-08-node08_16,9,7,0,16,1,0.8823746767,0.8728070175,0.9999390573,0.7895084858,4015
batch_1,2013-12-27.02-54-08-node08_16,9,7,0,16,2,0.8957669549,0.8482758621,0.9999701597,0.8112118714,4148
batch_1,2013-12-27.02-54-08-node08_16,9,9,0,16,1,0.8825193751,0.8740253411,0.9999383536,0.7897402026,4025
batch_1,2013-12-27.02-54-08-node08_16,9,9,0,16,2,0.8960638905,0.8463362069,0.9999721303,0.8116990492,4125
batch_1,2013-12-27.03-00-58-node17_04,1,11,0,04,1,0.7513125173,0.760772244,0.9998670056,0.601681788,3664
batch_1,2013-12-27.03-00-58-node17_04,1,11,0,04,2,0.8631930185,0.8785266458,0.9999154154,0.7593136148,3964
batch_1,2013-12-27.03-00-58-node17_04,1,13,0,04,1,0.7496903812,0.7621712367,0.999863628,0.599603786,3693
batch_1,2013-12-27.03-00-58-node17_04,1,13,0,04,2,0.8627954779,0.8772204807,0.9999158376,0.7586985992,3956
batch_1,2013-12-27.03-00-58-node17_04,1,15,0,04,1,0.7527950311,0.7630106323,0.9998671463,0.6035856574,3671
batch_1,2013-12-27.03-00-58-node17_04,1,15,0,04,2,0.8641625933,0.8774817137,0.9999173857,0.760815402,3946
batch_1,2013-12-27.03-00-58-node17_04,1,17,0,04,1,0.7584106327,0.7663682149,0.9998719313,0.610838537,3649
batch_1,2013-12-27.03-00-58-node17_04,1,17,0,04,2,0.8638062105,0.8756530825,0.9999182302,0.7602630982,3933
batch_1,2013-12-27.03-00-58-node17_04,1,19,0,04,1,0.7581137309,0.7646894236,0.9998729165,0.6104534286,3636
batch_1,2013-12-27.03-00-58-node17_04,1,19,0,04,2,0.8640989308,0.8761755486,0.9999182302,0.7607167158,3935
batch_1,2013-12-27.03-00-58-node17_04,1,1,0,04,1,0.7064766839,0.7630106323,0.9998002973,0.5461646305,4146
batch_1,2013-12-27.03-00-58-node17_04,1,1,0,04,2,0.8313069909,0.8573667712,0.9998893785,0.711313394,4068
batch_1,2013-12-27.03-00-58-node17_04,1,3,0,04,1,0.7440706012,0.7548964745,0.9998620799,0.5924462011,3678
batch_1,2013-12-27.03-00-58-node17_04,1,3,0,04,2,0.8479569617,0.8646812957,0.9999058451,0.7360462531,3979
batch_1,2013-12-27.03-00-58-node17_04,1,5,0,04,1,0.7587164884,0.7641298265,0.9998741831,0.6112354521,3625
batch_1,2013-12-27.03-00-58-node17_04,1,5,0,04,2,0.8578028747,0.8730407524,0.9999124598,0.751011236,3964
batch_1,2013-12-27.03-00-58-node17_04,1,7,0,04,1,0.7516889563,0.7627308338,0.9998658797,0.602164789,3679
batch_1,2013-12-27.03-00-58-node17_04,1,7,0,04,2,0.86195806,0.8751306165,0.9999162598,0.7574044766,3945
batch_1,2013-12-27.03-00-58-node17_04,1,9,0,04,1,0.7429912995,0.7526580862,0.9998625021,0.5910788838,3667
batch_1,2013-12-27.03-00-58-node17_04,1,9,0,04,2,0.8625336927,0.8777429467,0.9999151339,0.7582938389,3963
batch_1,2013-12-27.03-00-58-node17_04,3,11,0,04,1,0.8097269625,0.7965864578,0.999914011,0.6802867384,3458
batch_1,2013-12-27.03-00-58-node17_04,3,11,0,04,2,0.8926183296,0.8892371996,0.9999444078,0.8060620412,3799
batch_1,2013-12-27.03-00-58-node17_04,3,13,0,04,1,0.8069180607,0.7963066592,0.9999107741,0.6763307985,3480
batch_1,2013-12-27.03-00-58-node17_04,3,13,0,04,2,0.8956202465,0.8921107628,0.9999460966,0.8109712657,3798
batch_1,2013-12-27.03-00-58-node17_04,3,15,0,04,1,0.8114415825,0.7977056519,0.9999152776,0.682710728,3453
batch_1,2013-12-27.03-00-58-node17_04,3,15,0,04,2,0.8940744625,0.8908045977,0.9999451115,0.808440019,3800
batch_1,2013-12-27.03-00-58-node17_04,3,17,0,04,1,0.8151848152,0.7991046447,0.999918796,0.6880269815,3433
batch_1,2013-12-27.03-00-58-node17_04,3,17,0,04,2,0.8935555847,0.8892371996,0.9999455337,0.8075919336,3791
batch_1,2013-12-27.03-00-58-node17_04,3,19,0,04,1,0.815830833,0.7988248461,0.9999197812,0.6889478764,3425
batch_1,2013-12-27.03-00-58-node17_04,3,19,0,04,2,0.8949027851,0.8897596656,0.9999468003,0.8097955302,3784
batch_1,2013-12-27.03-00-58-node17_04,3,1,0,04,1,0.7385351588,0.7772803581,0.9998351995,0.5854583772,3949
batch_1,2013-12-27.03-00-58-node17_04,3,1,0,04,2,0.8685372824,0.8733019854,0.9999258301,0.7676234214,3870
batch_1,2013-12-27.03-00-58-node17_04,3,3,0,04,1,0.8112804444,0.7968662563,0.9999156999,0.6824826264,3447
batch_1,2013-12-27.03-00-58-node17_04,3,3,0,04,2,0.8851342502,0.8827063741,0.9999397634,0.7939379699,3807
batch_1,2013-12-27.03-00-58-node17_04,3,5,0,04,1,0.8231419161,0.8041410185,0.9999247069,0.6994402531,3409
batch_1,2013-12-27.03-00-58-node17_04,3,5,0,04,2,0.888626525,0.8847962382,0.9999425781,0.7995750708,3795
batch_1,2013-12-27.03-00-58-node17_04,3,7,0,04,1,0.8043047295,0.7946278679,0.9999088038,0.6726669825,3488
batch_1,2013-12-27.03-00-58-node17_04,3,7,0,04,2,0.8932421772,0.8874085684,0.9999463781,0.8070800665,3778
batch_1,2013-12-27.03-00-58-node17_04,3,9,0,04,1,0.8017057569,0.789031897,0.999909789,0.6690391459,3461
batch_1,2013-12-27.03-00-58-node17_04,3,9,0,04,2,0.8919485969,0.8884535005,0.9999441263,0.8049704142,3798
batch_1,2013-12-27.03-00-58-node17_04,5,11,0,04,1,0.8227577356,0.8072188025,0.9999220329,0.6988856589,3439
batch_1,2013-12-27.03-00-58-node17_04,5,11,0,04,2,0.8974427278,0.8800940439,0.9999562299,0.8139647258,3680
batch_1,2013-12-27.03-00-58-node17_04,5,13,0,04,1,0.8182336182,0.8035814214,0.9999192182,0.6923818708,3446
batch_1,2013-12-27.03-00-58-node17_04,5,13,0,04,2,0.8968275127,0.8787878788,0.9999563707,0.8129531174,3674
batch_1,2013-12-27.03-00-58-node17_04,5,15,0,04,1,0.8216943331,0.8033016228,0.999923581,0.6973524411,3414
batch_1,2013-12-27.03-00-58-node17_04,5,15,0,04,2,0.8972137048,0.8790491118,0.9999566521,0.8135880077,3673
batch_1,2013-12-27.03-00-58-node17_04,5,17,0,04,1,0.8241191636,0.8049804141,0.9999252698,0.7008526188,3408
batch_1,2013-12-27.03-00-58-node17_04,5,17,0,04,2,0.8985584624,0.8793103448,0.9999580595,0.8158022298,3664
batch_1,2013-12-27.03-00-58-node17_04,5,19,0,04,1,0.8249496982,0.8030218243,0.9999276623,0.7020547945,3384
batch_1,2013-12-27.03-00-58-node17_04,5,19,0,04,2,0.897822893,0.8780041797,0.9999580595,0.8145904023,3659
batch_1,2013-12-27.03-00-58-node17_04,5,1,0,04,1,0.7580104572,0.7909904868,0.9998511026,0.6103195164,3885
batch_1,2013-12-27.03-00-58-node17_04,5,1,0,04,2,0.8721527321,0.8652037618,0.9999359634,0.7732897502,3767
batch_1,2013-12-27.03-00-58-node17_04,5,3,0,04,1,0.8268441172,0.8170117515,0.9999199219,0.7048032826,3489
batch_1,2013-12-27.03-00-58-node17_04,5,3,0,04,2,0.8882392027,0.8730407524,0.9999500374,0.7989481234,3697
batch_1,2013-12-27.03-00-58-node17_04,5,5,0,04,1,0.8353344768,0.8175713486,0.9999296326,0.7172312224,3422
batch_1,2013-12-27.03-00-58-node17_04,5,5,0,04,2,0.8920651884,0.8722570533,0.999955104,0.8051603569,3658
batch_1,2013-12-27.03-00-58-node17_04,5,7,0,04,1,0.8213424152,0.8097369894,0.9999185145,0.6968456537,3473
batch_1,2013-12-27.03-00-58-node17_04,5,7,0,04,2,0.8947649573,0.8751306165,0.9999563707,0.8095698405,3660
batch_1,2013-12-27.03-00-58-node17_04,5,9,0,04,1,0.8180652515,0.8033016228,0.9999192182,0.6921407907,3445
batch_1,2013-12-27.03-00-58-node17_04,5,9,0,04,2,0.8969017094,0.8772204807,0.9999574966,0.8130750605,3660
batch_1,2013-12-27.03-00-58-node17_04,7,11,0,04,1,0.809373203,0.7876329043,0.9999202034,0.6797874909,3382
batch_1,2013-12-27.03-00-58-node17_04,7,11,0,04,2,0.9069643806,0.8913270637,0.9999600299,0.829766537,3696
batch_1,2013-12-27.03-00-58-node17_04,7,13,0,04,1,0.8068965517,0.7856743145,0.9999186553,0.676300578,3386
batch_1,2013-12-27.03-00-58-node17_04,7,13,0,04,2,0.906673757,0.8908045977,0.9999600299,0.8292801556,3694
batch_1,2013-12-27.03-00-58-node17_04,7,15,0,04,1,0.80911188,0.7851147174,0.9999217515,0.6794188862,3362
batch_1,2013-12-27.03-00-58-node17_04,7,15,0,04,2,0.9076636509,0.8910658307,0.9999610151,0.8309378806,3688
batch_1,2013-12-27.03-00-58-node17_04,7,17,0,04,1,0.8122018216,0.785954113,0.9999248476,0.6837877313,3343
batch_1,2013-12-27.03-00-58-node17_04,7,17,0,04,2,0.907057257,0.8897596656,0.9999611558,0.8299220273,3682
batch_1,2013-12-27.03-00-58-node17_04,7,19,0,04,1,0.8123370982,0.7848349189,0.9999258328,0.6839795172,3332
batch_1,2013-12-27.03-00-58-node17_04,7,19,0,04,2,0.906812425,0.8884535005,0.9999617188,0.8295121951,3673
batch_1,2013-12-27.03-00-58-node17_04,7,1,0,04,1,0.7501694456,0.7742025741,0.9998541987,0.6002169197,3803
batch_1,2013-12-27.03-00-58-node17_04,7,1,0,04,2,0.8815789474,0.8751306165,0.9999406078,0.7882352941,3772
batch_1,2013-12-27.03-00-58-node17_04,7,3,0,04,1,0.8145714286,0.7977056519,0.9999190775,0.687153531,3426
batch_1,2013-12-27.03-00-58-node17_04,7,3,0,04,2,0.9007289596,0.8876698015,0.999955104,0.819387509,3717
batch_1,2013-12-27.03-00-58-node17_04,7,5,0,04,1,0.8198614319,0.7946278679,0.9999276623,0.6947162427,3354
batch_1,2013-12-27.03-00-58-node17_04,7,5,0,04,2,0.9040437742,0.8847962382,0.9999608743,0.8248904043,3665
batch_1,2013-12-27.03-00-58-node17_04,7,7,0,04,1,0.8109117014,0.7901510912,0.9999202034,0.681960879,3391
batch_1,2013-12-27.03-00-58-node17_04,7,7,0,04,2,0.9083144268,0.8889759666,0.9999631262,0.8320293399,3665
batch_1,2013-12-27.03-00-58-node17_04,7,9,0,04,1,0.8048324464,0.782876329,0.9999182331,0.6734055355,3379
batch_1,2013-12-27.03-00-58-node17_04,7,9,0,04,2,0.9067627051,0.8879310345,0.9999620002,0.8294289898,3669
batch_1,2013-12-27.03-00-58-node17_04,9,11,0,04,1,0.8062437348,0.7876329043,0.9999164035,0.6753838772,3409
batch_1,2013-12-27.03-00-58-node17_04,9,11,0,04,2,0.9051134076,0.8808777429,0.9999646743,0.8266732042,3623
batch_1,2013-12-27.03-00-58-node17_04,9,13,0,04,1,0.8048675734,0.7865137101,0.9999155591,0.6734547197,3411
batch_1,2013-12-27.03-00-58-node17_04,9,13,0,04,2,0.9060402685,0.881661442,0.9999652373,0.8282208589,3622
batch_1,2013-12-27.03-00-58-node17_04,9,15,0,04,1,0.8101193043,0.7884722999,0.9999204848,0.6808407828,3383
batch_1,2013-12-27.03-00-58-node17_04,9,15,0,04,2,0.9055944056,0.8795715778,0.9999660817,0.8274760383,3608
batch_1,2013-12-27.03-00-58-node17_04,9,17,0,04,1,0.8106628242,0.7870733072,0.9999221737,0.6816089169,3366
batch_1,2013-12-27.03-00-58-node17_04,9,17,0,04,2,0.9067921991,0.8806165099,0.9999667854,0.8294783465,3607
batch_1,2013-12-27.03-00-58-node17_04,9,19,0,04,1,0.8115606936,0.7856743145,0.9999242847,0.6828793774,3346
batch_1,2013-12-27.03-00-58-node17_04,9,19,0,04,2,0.9062752491,0.8790491118,0.9999672076,0.828613642,3598
batch_1,2013-12-27.03-00-58-node17_04,9,1,0,04,1,0.7525661804,0.7795187465,0.9998530729,0.6032914682,3830
batch_1,2013-12-27.03-00-58-node17_04,9,1,0,04,2,0.8882674124,0.8712121212,0.999951304,0.798993771,3681
batch_1,2013-12-27.03-00-58-node17_04,9,3,0,04,1,0.8156728157,0.7979854505,0.9999202034,0.6887225308,3419
batch_1,2013-12-27.03-00-58-node17_04,9,3,0,04,2,0.9001878186,0.8764367816,0.9999618595,0.8184923152,3626
batch_1,2013-12-27.03-00-58-node17_04,9,5,0,04,1,0.8180247625,0.7949076665,0.9999252698,0.6920828258,3372
batch_1,2013-12-27.03-00-58-node17_04,9,5,0,04,2,0.9033907427,0.8769592476,0.9999652373,0.823803681,3604
batch_1,2013-12-27.03-00-58-node17_04,9,7,0,04,1,0.8079564969,0.7898712927,0.9999168257,0.6777911164,3414
batch_1,2013-12-27.03-00-58-node17_04,9,7,0,04,2,0.9061323292,0.8800940439,0.9999663632,0.8283747234,3608
batch_1,2013-12-27.03-00-58-node17_04,9,9,0,04,1,0.8018894933,0.7837157247,0.999914011,0.6692951016,3412
batch_1,2013-12-27.03-00-58-node17_04,9,9,0,04,2,0.9044928706,0.8782654127,0.9999656595,0.8256385069,3606
batch_1,2013-12-27.03-13-43-node04_20,1,11,0,20,1,0.8680121969,0.8911747168,0.9999234426,0.766803489,3533
batch_1,2013-12-27.03-13-43-node04_20,1,11,0,20,2,0.8814164559,0.8948640483,0.9999368124,0.7879755254,3411
batch_1,2013-12-27.03-13-43-node04_20,1,13,0,20,1,0.8676300578,0.8950506857,0.999920628,0.7662072486,3566
batch_1,2013-12-27.03-13-43-node04_20,1,13,0,20,2,0.8793924955,0.8921450151,0.9999362495,0.7847462131,3406
batch_1,2013-12-27.03-13-43-node04_20,1,15,0,20,1,0.867706528,0.8956469887,0.9999203466,0.7663265306,3570
batch_1,2013-12-27.03-13-43-node04_20,1,15,0,20,2,0.8785714286,0.8918429003,0.9999355459,0.7834394904,3410
batch_1,2013-12-27.03-13-43-node04_20,1,17,0,20,1,0.8685466377,0.8953488372,0.9999214724,0.7676380368,3561
batch_1,2013-12-27.03-13-43-node04_20,1,17,0,20,2,0.8792026183,0.8927492447,0.9999356866,0.7844438545,3412
batch_1,2013-12-27.03-13-43-node04_20,1,19,0,20,1,0.866955267,0.8956469887,0.9999195022,0.7651553744,3576
batch_1,2013-12-27.03-13-43-node04_20,1,19,0,20,2,0.8796668154,0.8933534743,0.9999358273,0.7851832183,3413
batch_1,2013-12-27.03-13-43-node04_20,1,1,0,20,1,0.8428265525,0.8801431127,0.9999016294,0.7283493708,3651
batch_1,2013-12-27.03-13-43-node04_20,1,1,0,20,2,0.844702036,0.8586102719,0.999918799,0.7311551325,3419
batch_1,2013-12-27.03-13-43-node04_20,1,3,0,20,1,0.8572683355,0.8729874776,0.999922739,0.7501921599,3477
batch_1,2013-12-27.03-13-43-node04_20,1,3,0,20,2,0.8599406528,0.8755287009,0.9999251319,0.7542946382,3430
batch_1,2013-12-27.03-13-43-node04_20,1,5,0,20,1,0.865221213,0.8804412642,0.9999269609,0.7624580429,3472
batch_1,2013-12-27.03-13-43-node04_20,1,5,0,20,2,0.8729689808,0.8927492447,0.9999289316,0.7745740498,3460
batch_1,2013-12-27.03-13-43-node04_20,1,7,0,20,1,0.8698819758,0.8899821109,0.9999262572,0.7697266632,3509
batch_1,2013-12-27.03-13-43-node04_20,1,7,0,20,2,0.8797393365,0.8972809668,0.9999335756,0.7852987837,3442
batch_1,2013-12-27.03-13-43-node04_20,1,9,0,20,1,0.870424172,0.893261777,0.9999248499,0.7705761317,3530
